timestamp,open,high,low,close,volume,ma_5
2023-06-30 18:00:00,1931.8,1943.0,1923.71,1929.18,12268.1097,1929.6439999999998
2023-06-30 18:15:00,1929.17,1935.0,1924.49,1927.03,10183.7609,1931.5900000000001
2023-06-30 18:30:00,1927.03,1929.0,1914.55,1917.21,9075.1677,1930.2720000000002
2023-06-30 18:45:00,1917.22,1925.2,1917.01,1924.61,4195.3241,1925.966
2023-06-30 19:00:00,1924.62,1927.11,1921.0,1924.62,3357.5475,1924.53
2023-06-30 19:15:00,1924.62,1927.35,1922.02,1922.59,2579.9572,1923.212
2023-06-30 19:30:00,1922.6,1925.28,1917.82,1923.59,2940.1849,1922.524
2023-06-30 19:45:00,1923.59,1931.4,1923.01,1926.32,3211.4046,1924.346
2023-06-30 20:00:00,1926.32,1929.98,1924.61,1925.01,3090.9585,1924.426
2023-06-30 20:15:00,1925.01,1932.37,1922.25,1931.23,3154.1616,1925.748
2023-06-30 20:30:00,1931.23,1932.0,1925.62,1927.39,2012.2759,1926.708
2023-06-30 20:45:00,1927.4,1930.13,1924.84,1927.25,2693.116,1927.44
2023-06-30 21:00:00,1927.25,1928.56,1918.66,1923.38,4860.9957,1926.852
2023-06-30 21:15:00,1923.38,1932.84,1923.37,1932.0,4062.8318,1928.25
2023-06-30 21:30:00,1931.99,1933.53,1928.39,1928.75,2791.1574,1927.7540000000001
2023-06-30 21:45:00,1928.75,1932.23,1928.38,1931.95,1134.376,1928.666
2023-06-30 22:00:00,1931.96,1937.18,1930.73,1934.11,2116.9956,1930.038
2023-06-30 22:15:00,1934.11,1936.8,1932.07,1936.2,2701.4567,1932.602
2023-06-30 22:30:00,1936.36,1940.41,1935.64,1935.81,2855.8033,1933.364
2023-06-30 22:45:00,1935.8,1935.81,1932.59,1934.59,1265.5341,1934.532
2023-06-30 23:00:00,1934.6,1934.65,1930.78,1932.55,2921.315,1934.652
2023-06-30 23:15:00,1932.55,1937.5,1931.19,1936.41,3121.6184,1935.1119999999999
2023-06-30 23:30:00,1936.41,1943.68,1933.84,1934.94,4948.4765,1934.86
2023-06-30 23:45:00,1934.94,1935.6,1931.77,1933.79,2802.9292,1934.4560000000001
2023-07-01 00:00:00,1933.8,1938.42,1930.01,1933.46,3309.7279,1934.23
2023-07-01 00:15:00,1933.47,1940.8,1932.33,1939.59,3108.3161,1935.6380000000001
2023-07-01 00:30:00,1939.58,1944.56,1935.77,1943.18,10575.25,1936.9919999999997
2023-07-01 00:45:00,1943.17,1943.18,1933.5,1934.11,3094.7826,1936.8259999999998
2023-07-01 01:00:00,1934.11,1936.13,1927.5,1932.61,4659.8624,1936.5900000000001
2023-07-01 01:15:00,1932.6,1932.61,1924.25,1928.42,6441.8327,1935.5819999999999
2023-07-01 01:30:00,1928.43,1930.29,1927.45,1929.01,1789.101,1933.466
2023-07-01 01:45:00,1929.0,1930.87,1927.66,1929.2,1522.1728,1930.67
2023-07-01 02:00:00,1929.2,1930.33,1923.23,1926.3,2589.9811,1929.1080000000002
2023-07-01 02:15:00,1926.3,1926.84,1924.67,1926.28,1707.1199,1927.8419999999999
2023-07-01 02:30:00,1926.28,1928.73,1923.89,1925.42,2452.4259,1927.2419999999997
2023-07-01 02:45:00,1925.41,1925.78,1920.44,1920.69,2873.539,1925.578
2023-07-01 03:00:00,1920.7,1922.65,1919.4,1919.74,3040.6477,1923.6860000000001
2023-07-01 03:15:00,1919.74,1922.6,1918.79,1919.27,1711.4759,1922.28
2023-07-01 03:30:00,1919.27,1920.39,1917.53,1918.26,1782.6785,1920.676
2023-07-01 03:45:00,1918.26,1920.5,1917.28,1920.16,1462.7834,1919.6239999999998
2023-07-01 04:00:00,1920.15,1920.93,1914.65,1916.8,2673.824,1918.846
2023-07-01 04:15:00,1916.81,1917.36,1910.83,1912.63,4449.0255,1917.4240000000002
2023-07-01 04:30:00,1912.62,1916.42,1909.44,1914.21,2753.7238,1916.4119999999998
2023-07-01 04:45:00,1914.21,1916.93,1913.44,1915.2,1497.2515,1915.8
2023-07-01 05:00:00,1915.2,1916.45,1914.54,1915.87,862.0364,1914.9419999999998
2023-07-01 05:15:00,1915.88,1918.39,1915.87,1916.29,1380.1475,1914.8400000000001
2023-07-01 05:30:00,1916.28,1918.0,1915.75,1916.66,988.2854,1915.646
2023-07-01 05:45:00,1916.67,1919.14,1916.66,1919.07,703.9181,1916.618
2023-07-01 06:00:00,1919.08,1920.52,1918.61,1919.91,1769.3003,1917.56
2023-07-01 06:15:00,1919.91,1919.91,1916.6,1918.78,2094.2786,1918.1419999999998
2023-07-01 06:30:00,1918.78,1918.78,1915.13,1917.0,1490.6111,1918.284
2023-07-01 06:45:00,1917.01,1922.17,1916.85,1920.83,2092.6713,1919.118
2023-07-01 07:00:00,1920.83,1920.83,1916.85,1917.37,1759.7992,1918.7779999999998
2023-07-01 07:15:00,1917.37,1917.74,1915.0,1916.56,1514.0997,1918.1080000000002
2023-07-01 07:30:00,1916.56,1917.94,1913.53,1913.76,1942.4985,1917.104
2023-07-01 07:45:00,1913.76,1920.91,1912.51,1920.05,2429.3648,1917.714
2023-07-01 08:00:00,1920.04,1920.41,1916.76,1917.19,2232.5048,1916.986
2023-07-01 08:15:00,1917.19,1918.34,1915.06,1917.49,1145.9674,1917.0099999999998
2023-07-01 08:30:00,1917.49,1919.36,1916.03,1919.36,2028.4071,1917.5700000000002
2023-07-01 08:45:00,1919.35,1919.58,1911.6,1915.32,2783.6298,1917.882
2023-07-01 09:00:00,1915.33,1917.5,1913.8,1914.96,1558.5593,1916.864
2023-07-01 09:15:00,1914.95,1918.7,1914.43,1918.26,1617.8418,1917.078
2023-07-01 09:30:00,1918.26,1919.83,1916.5,1917.16,1355.8165,1917.0120000000002
2023-07-01 09:45:00,1917.17,1917.7,1916.12,1916.93,739.8085,1916.5259999999998
2023-07-01 10:00:00,1916.94,1918.4,1915.99,1918.2,1746.9182,1917.102
2023-07-01 10:15:00,1918.2,1926.0,1915.84,1925.78,3691.8438,1919.266
2023-07-01 10:30:00,1925.78,1926.04,1918.26,1921.74,3256.7959,1919.962
2023-07-01 10:45:00,1921.73,1922.7,1917.79,1922.42,2248.9035,1921.014
2023-07-01 11:00:00,1922.42,1925.16,1921.9,1923.09,1554.3849,1922.2459999999999
2023-07-01 11:15:00,1923.09,1925.05,1921.75,1922.42,1400.5397,1923.0900000000001
2023-07-01 11:30:00,1922.41,1924.22,1920.86,1924.21,2112.6105,1922.7760000000003
2023-07-01 11:45:00,1924.22,1926.87,1921.95,1922.55,1814.6158,1922.938
2023-07-01 12:00:00,1922.56,1927.73,1921.96,1925.88,2056.1323,1923.6300000000003
2023-07-01 12:15:00,1925.88,1927.4,1923.44,1924.09,1485.8838,1923.83
2023-07-01 12:30:00,1924.08,1927.31,1922.6,1926.61,1755.0014,1924.6680000000001
2023-07-01 12:45:00,1926.61,1927.15,1924.03,1927.01,2367.6282,1925.2279999999998
2023-07-01 13:00:00,1927.01,1929.87,1924.63,1924.83,3464.0966,1925.684
2023-07-01 13:15:00,1924.83,1928.36,1923.12,1923.29,2798.4908,1925.166
2023-07-01 13:30:00,1923.28,1927.28,1922.83,1926.24,1972.6927,1925.596
2023-07-01 13:45:00,1926.23,1926.43,1922.8,1923.5,1961.0404,1924.9739999999997
2023-07-01 14:00:00,1923.49,1925.8,1921.45,1924.59,2904.8065,1924.4899999999998
2023-07-01 14:15:00,1924.58,1925.0,1922.35,1923.79,1034.6288,1924.282
2023-07-01 14:30:00,1923.8,1924.98,1921.51,1922.8,1816.1286,1924.184
2023-07-01 14:45:00,1922.8,1924.4,1922.26,1923.06,1353.3901,1923.548
2023-07-01 15:00:00,1923.06,1924.4,1919.62,1920.19,3422.4119,1922.886
2023-07-01 15:15:00,1920.2,1922.49,1917.5,1921.93,2634.0531,1922.354
2023-07-01 15:30:00,1921.94,1924.32,1921.93,1922.91,1258.748,1922.1779999999999
2023-07-01 15:45:00,1922.9,1923.78,1922.5,1922.63,1284.7133,1922.1440000000002
2023-07-01 16:00:00,1922.63,1923.97,1920.0,1920.2,2731.1558,1921.5720000000001
2023-07-01 16:15:00,1920.2,1921.71,1919.33,1920.39,1197.5031,1921.6119999999999
2023-07-01 16:30:00,1920.4,1920.4,1916.92,1918.61,1526.2798,1920.9479999999999
2023-07-01 16:45:00,1918.61,1920.0,1917.32,1919.62,1187.5628,1920.2900000000002
2023-07-01 17:00:00,1919.61,1919.62,1917.16,1918.41,1241.2057,1919.446
2023-07-01 17:15:00,1918.41,1919.5,1917.8,1918.61,716.1989,1919.128
2023-07-01 17:30:00,1918.62,1921.11,1917.8,1920.77,1641.4678,1919.2040000000002
2023-07-01 17:45:00,1920.78,1920.78,1916.6,1918.31,1510.7855,1919.1439999999998
2023-07-01 18:00:00,1918.31,1920.56,1918.3,1919.86,1035.6204,1919.1919999999998
2023-07-01 18:15:00,1919.86,1920.48,1918.64,1920.39,977.5778,1919.5880000000002
2023-07-01 18:30:00,1920.4,1920.97,1920.21,1920.64,799.2428,1919.9940000000001
2023-07-01 18:45:00,1920.64,1921.37,1920.26,1921.26,549.8252,1920.0919999999999
2023-07-01 19:00:00,1921.26,1924.05,1921.26,1923.49,1579.2708,1921.128
2023-07-01 19:15:00,1923.5,1924.2,1922.8,1923.59,967.5596,1921.8739999999998
2023-07-01 19:30:00,1923.59,1923.78,1922.06,1922.77,765.4041,1922.35
2023-07-01 19:45:00,1922.76,1923.35,1922.23,1922.6,365.6456,1922.7419999999997
2023-07-01 20:00:00,1922.6,1923.04,1921.75,1922.39,806.1878,1922.968
2023-07-01 20:15:00,1922.39,1924.1,1922.39,1923.49,696.6056,1922.968
2023-07-01 20:30:00,1923.49,1923.99,1923.02,1923.6,581.7921,1922.97
2023-07-01 20:45:00,1923.59,1923.92,1922.29,1922.8,591.674,1922.976
2023-07-01 21:00:00,1922.8,1923.06,1921.75,1922.79,491.1686,1923.014
2023-07-01 21:15:00,1922.79,1923.3,1922.41,1923.29,486.824,1923.1940000000002
2023-07-01 21:30:00,1923.3,1923.3,1921.56,1921.57,497.5423,1922.81
2023-07-01 21:45:00,1921.57,1922.86,1921.56,1922.86,468.0292,1922.6619999999998
2023-07-01 22:00:00,1922.86,1925.62,1922.78,1925.2,1889.2108,1923.1419999999998
2023-07-01 22:15:00,1925.21,1927.32,1924.81,1926.59,930.3717,1923.902
2023-07-01 22:30:00,1926.59,1927.2,1921.02,1921.81,1178.901,1923.6059999999998
2023-07-01 22:45:00,1921.81,1922.75,1920.63,1922.74,904.9532,1923.8400000000001
2023-07-01 23:00:00,1922.74,1924.22,1921.13,1921.35,586.387,1923.5379999999998
2023-07-01 23:15:00,1921.35,1923.69,1920.69,1923.11,744.1773,1923.1199999999997
2023-07-01 23:30:00,1923.11,1923.47,1922.0,1922.07,453.4375,1922.216
2023-07-01 23:45:00,1922.06,1925.45,1921.88,1924.5,892.2744,1922.7540000000001
2023-07-02 00:00:00,1924.5,1924.84,1920.5,1922.19,1000.6792,1922.6439999999998
2023-07-02 00:15:00,1922.2,1926.7,1918.6,1925.0,3978.5096,1923.3739999999998
2023-07-02 00:30:00,1925.0,1925.13,1917.44,1921.41,3521.2609,1923.034
2023-07-02 00:45:00,1921.41,1923.93,1920.2,1921.0,1199.2467,1922.8200000000002
2023-07-02 01:00:00,1920.99,1923.64,1919.6,1922.26,1880.4858,1922.372
2023-07-02 01:15:00,1922.26,1922.85,1920.81,1921.5,1241.9168,1922.234
2023-07-02 01:30:00,1921.5,1922.19,1919.32,1920.95,2168.5791,1921.4239999999998
2023-07-02 01:45:00,1920.95,1921.58,1918.37,1920.33,1267.9387,1921.208
2023-07-02 02:00:00,1920.33,1920.34,1918.53,1919.84,1348.4732,1920.9759999999999
2023-07-02 02:15:00,1919.85,1919.85,1911.26,1918.21,5262.4321,1920.166
2023-07-02 02:30:00,1918.21,1923.5,1918.2,1921.8,1575.0939,1920.2259999999999
2023-07-02 02:45:00,1921.8,1923.16,1918.6,1919.57,785.9067,1919.95
2023-07-02 03:00:00,1919.58,1919.58,1915.41,1916.16,1901.6845,1919.116
2023-07-02 03:15:00,1916.17,1918.69,1914.36,1918.52,1121.3583,1918.852
2023-07-02 03:30:00,1918.51,1918.52,1912.76,1915.12,1556.0391,1918.234
2023-07-02 03:45:00,1915.13,1915.13,1911.4,1913.91,1888.3611,1916.6560000000002
2023-07-02 04:00:00,1913.91,1914.97,1910.06,1914.96,2263.088,1915.734
2023-07-02 04:15:00,1914.96,1916.03,1914.64,1916.02,952.5539,1915.7060000000001
2023-07-02 04:30:00,1916.02,1916.15,1912.6,1912.97,1034.679,1914.596
2023-07-02 04:45:00,1912.98,1914.8,1912.6,1913.41,1605.957,1914.2540000000001
2023-07-02 05:00:00,1913.42,1915.82,1911.91,1913.19,2168.3946,1914.11
2023-07-02 05:15:00,1913.2,1913.5,1912.27,1913.31,599.2799,1913.78
2023-07-02 05:30:00,1913.32,1914.73,1913.31,1914.6,974.8203,1913.4959999999999
2023-07-02 05:45:00,1914.59,1915.94,1913.24,1913.9,1191.685,1913.682
2023-07-02 06:00:00,1913.89,1915.92,1913.2,1913.41,968.7438,1913.682
2023-07-02 06:15:00,1913.41,1916.77,1913.4,1916.69,1020.7681,1914.382
2023-07-02 06:30:00,1916.69,1916.69,1913.64,1914.88,977.3948,1914.696
2023-07-02 06:45:00,1914.87,1914.88,1912.8,1913.6,1108.7604,1914.4959999999999
2023-07-02 07:00:00,1913.59,1914.39,1912.5,1913.26,653.4414,1914.368
2023-07-02 07:15:00,1913.25,1914.58,1913.25,1914.52,1000.8704,1914.5900000000001
2023-07-02 07:30:00,1914.51,1916.4,1914.2,1916.4,2362.0139,1914.532
2023-07-02 07:45:00,1916.39,1916.4,1914.65,1914.97,1298.736,1914.55
2023-07-02 08:00:00,1914.96,1916.4,1913.38,1916.39,1238.0726,1915.1079999999997
2023-07-02 08:15:00,1916.4,1918.0,1916.3,1917.03,913.3044,1915.8620000000003
2023-07-02 08:30:00,1917.02,1917.69,1912.79,1912.79,1291.8353,1915.516
2023-07-02 08:45:00,1912.8,1914.8,1912.06,1912.07,942.5627,1914.65
2023-07-02 09:00:00,1912.07,1916.0,1911.83,1915.99,671.9493,1914.854
2023-07-02 09:15:00,1915.99,1917.38,1915.02,1916.29,2070.5738,1914.834
2023-07-02 09:30:00,1916.29,1919.36,1915.68,1917.3,1197.6261,1914.8880000000001
2023-07-02 09:45:00,1917.31,1919.64,1916.05,1917.78,1878.3133,1915.886
2023-07-02 10:00:00,1917.79,1919.5,1917.21,1917.73,1702.0876,1917.018
2023-07-02 10:15:00,1917.74,1918.8,1916.04,1917.21,2828.3838,1917.2620000000002
2023-07-02 10:30:00,1917.2,1917.92,1916.1,1917.06,1050.4395,1917.416
2023-07-02 10:45:00,1917.06,1917.88,1915.34,1917.12,1599.7492,1917.3799999999999
2023-07-02 11:00:00,1917.12,1918.4,1916.44,1918.39,1510.7285,1917.502
2023-07-02 11:15:00,1918.39,1918.8,1917.64,1917.8,1502.4576,1917.516
2023-07-02 11:30:00,1917.79,1919.0,1917.4,1918.63,809.3948,1917.8
2023-07-02 11:45:00,1918.62,1922.4,1918.62,1919.99,1132.3764,1918.386
2023-07-02 12:00:00,1919.99,1921.15,1916.41,1919.24,2228.4108,1918.81
2023-07-02 12:15:00,1919.24,1920.14,1918.36,1918.9,667.0136,1918.9120000000003
2023-07-02 12:30:00,1918.9,1919.59,1918.84,1919.21,528.1744,1919.1940000000002
2023-07-02 12:45:00,1919.21,1919.4,1917.17,1917.79,823.3687,1919.0260000000003
2023-07-02 13:00:00,1917.8,1918.04,1915.82,1917.02,1113.877,1918.432
2023-07-02 13:15:00,1917.01,1918.88,1914.02,1914.26,2430.2137,1917.4360000000001
2023-07-02 13:30:00,1914.27,1916.97,1913.62,1916.85,1121.5499,1917.0259999999998
2023-07-02 13:45:00,1916.86,1916.92,1915.86,1915.87,1085.9479,1916.3579999999997
2023-07-02 14:00:00,1915.87,1917.34,1915.43,1917.01,827.1153,1916.202
2023-07-02 14:15:00,1917.02,1919.22,1915.6,1918.47,1641.7576,1916.4919999999997
2023-07-02 14:30:00,1918.46,1926.92,1916.23,1924.41,3490.0385,1918.5220000000002
2023-07-02 14:45:00,1924.42,1927.5,1921.81,1925.81,2785.5299,1920.3139999999999
2023-07-02 15:00:00,1925.8,1927.61,1924.22,1924.99,2544.7187,1922.1380000000001
2023-07-02 15:15:00,1924.99,1925.19,1885.75,1913.99,25525.7389,1921.534
2023-07-02 15:30:00,1913.99,1920.81,1908.51,1918.19,6487.7846,1921.4779999999998
2023-07-02 15:45:00,1918.2,1922.65,1916.01,1918.61,3493.9907,1920.318
2023-07-02 16:00:00,1918.6,1919.46,1916.2,1918.99,1866.8788,1918.9540000000002
2023-07-02 16:15:00,1918.99,1924.2,1917.37,1917.54,4970.5495,1917.464
2023-07-02 16:30:00,1917.53,1920.79,1917.08,1920.14,1655.9524,1918.6940000000002
2023-07-02 16:45:00,1920.14,1920.24,1916.85,1917.5,1365.8578,1918.556
2023-07-02 17:00:00,1917.51,1918.0,1916.61,1916.8,698.7024,1918.1940000000002
2023-07-02 17:15:00,1916.79,1917.33,1908.6,1914.2,4880.5674,1917.236
2023-07-02 17:30:00,1914.21,1915.15,1910.69,1913.02,2940.3689,1916.3319999999999
2023-07-02 17:45:00,1913.02,1913.77,1905.77,1907.27,3059.586,1913.7580000000003
2023-07-02 18:00:00,1907.26,1908.84,1901.61,1908.81,4648.7049,1912.02
2023-07-02 18:15:00,1908.8,1911.5,1906.34,1907.4,1927.1676,1910.14
2023-07-02 18:30:00,1907.4,1909.91,1906.35,1908.75,1544.703,1909.05
2023-07-02 18:45:00,1908.75,1912.12,1908.75,1912.12,864.8718,1908.8700000000001
2023-07-02 19:00:00,1912.11,1912.35,1911.0,1912.35,718.8985,1909.886
2023-07-02 19:15:00,1912.34,1913.66,1910.81,1912.85,763.5417,1910.694
2023-07-02 19:30:00,1912.86,1913.82,1911.69,1913.66,833.8212,1911.946
2023-07-02 19:45:00,1913.65,1914.47,1912.66,1914.12,764.1825,1913.02
2023-07-02 20:00:00,1914.12,1914.5,1911.26,1914.49,1355.9268,1913.494
2023-07-02 20:15:00,1914.5,1914.7,1913.71,1914.01,395.5594,1913.8259999999998
2023-07-02 20:30:00,1914.0,1916.62,1914.0,1916.52,546.0969,1914.56
2023-07-02 20:45:00,1916.52,1920.39,1916.52,1918.39,1792.8993,1915.506
2023-07-02 21:00:00,1918.39,1921.92,1917.83,1920.6,2487.4425,1916.8020000000001
2023-07-02 21:15:00,1920.61,1924.98,1919.86,1924.27,2111.275,1918.7579999999998
2023-07-02 21:30:00,1924.28,1924.79,1920.25,1922.46,1092.3144,1920.4479999999999
2023-07-02 21:45:00,1922.46,1922.49,1920.95,1921.0,617.2097,1921.3439999999998
2023-07-02 22:00:00,1921.01,1924.73,1920.53,1923.95,1976.5933,1922.4559999999997
2023-07-02 22:15:00,1923.95,1959.0,1923.95,1949.84,27500.1956,1928.304
2023-07-02 22:30:00,1949.85,1959.2,1912.28,1934.39,29022.7678,1930.328
2023-07-02 22:45:00,1934.39,1943.71,1932.4,1942.05,7169.2393,1934.2459999999999
2023-07-02 23:00:00,1942.04,1944.09,1934.18,1940.76,5166.069,1938.1979999999999
2023-07-02 23:15:00,1940.75,1941.39,1932.19,1937.21,3158.4441,1940.85
2023-07-02 23:30:00,1937.21,1939.19,1932.96,1934.83,2480.3158,1937.848
2023-07-02 23:45:00,1934.82,1940.0,1930.61,1937.48,4461.8426,1938.466
2023-07-03 00:00:00,1937.49,1940.75,1936.47,1940.54,2602.2041,1938.164
2023-07-03 00:15:00,1940.53,1942.27,1935.01,1939.86,2308.7451,1937.984
2023-07-03 00:30:00,1939.87,1940.85,1934.28,1935.27,1782.9873,1937.596
2023-07-03 00:45:00,1935.26,1937.11,1933.55,1934.88,1572.0173,1937.6060000000002
2023-07-03 01:00:00,1934.87,1938.68,1934.69,1938.31,1207.1034,1937.7720000000002
2023-07-03 01:15:00,1938.3,1942.0,1938.06,1941.57,2121.6667,1937.9779999999998
2023-07-03 01:30:00,1941.58,1949.86,1941.57,1947.99,6739.1125,1939.604
2023-07-03 01:45:00,1947.98,1949.77,1943.6,1944.99,3669.4007,1941.548
2023-07-03 02:00:00,1944.99,1953.44,1944.98,1948.88,3679.271,1944.348
2023-07-03 02:15:00,1948.87,1949.94,1947.34,1949.94,2470.2226,1946.6739999999998
2023-07-03 02:30:00,1949.93,1953.5,1948.78,1949.94,3454.837,1948.348
2023-07-03 02:45:00,1949.95,1951.57,1947.85,1949.18,2291.7157,1948.586
2023-07-03 03:00:00,1949.17,1951.14,1948.0,1948.42,1431.4174,1949.2720000000002
2023-07-03 03:15:00,1948.41,1950.5,1948.4,1949.92,900.7479,1949.48
2023-07-03 03:30:00,1949.91,1950.79,1948.5,1949.52,1416.0743,1949.396
2023-07-03 03:45:00,1949.53,1950.29,1948.81,1949.01,1523.0528,1949.2099999999998
2023-07-03 04:00:00,1949.0,1951.43,1941.75,1946.2,6058.915,1948.614
2023-07-03 04:15:00,1946.2,1948.5,1944.81,1947.61,2000.2263,1948.452
2023-07-03 04:30:00,1947.61,1951.97,1944.74,1951.21,3247.5078,1948.7099999999998
2023-07-03 04:45:00,1951.22,1951.69,1948.6,1948.9,1644.5462,1948.586
2023-07-03 05:00:00,1948.89,1948.97,1946.49,1947.07,2261.0502,1948.1979999999999
2023-07-03 05:15:00,1947.07,1949.59,1947.06,1949.41,1531.9522,1948.8400000000001
2023-07-03 05:30:00,1949.41,1949.46,1947.08,1947.09,1062.9303,1948.736
2023-07-03 05:45:00,1947.09,1947.8,1944.73,1945.57,1535.6587,1947.6080000000002
2023-07-03 06:00:00,1945.58,1947.54,1942.5,1944.8,2466.7175,1946.788
2023-07-03 06:15:00,1944.79,1946.17,1943.32,1944.37,1914.5008,1946.248
2023-07-03 06:30:00,1944.37,1948.82,1942.3,1948.28,2541.8915,1946.0220000000002
2023-07-03 06:45:00,1948.27,1948.28,1945.8,1947.85,1685.8424,1946.1739999999998
2023-07-03 07:00:00,1947.86,1950.6,1947.85,1950.15,3085.9057,1947.0900000000001
2023-07-03 07:15:00,1950.16,1965.0,1950.15,1959.17,8413.7802,1949.964
2023-07-03 07:30:00,1959.16,1971.94,1954.26,1968.81,13253.9369,1954.852
2023-07-03 07:45:00,1968.81,1973.76,1965.29,1966.83,6696.1585,1958.562
